TAHUN,NOMOR_URUT,DAERAH,PAJAK_ANGGARAN,PAJAK_REALISASI,RETRIBUSI_ANGGARAN,RETRIBUSI_REALISASI,KEKAYAAN_ANGGARAN,KEKAYAAN_REALISASI,LAIN_ANGGARAN,LAIN_REALISASI
2022,3,Kab. Serang,627500392154.0,507103393652.0,74238918232.0,27375934410.0,20769151434.0,20769151434.0,253616784118.0,252986314345.0
2022,4,Kab. Tangerang,2379700000000.0,2887451565572.0,80936033786.0,61224155529.0,62299570907.0,61364317512.0,606877901896.0,657111073553.0
2022,5,Kota Cilegon,645127680624.0,594791885713.0,21976117200.0,12894769942.0,18591510375.0,18591510375.0,116095352955.0,100266024023.0
2022,6,Kota Serang,200855090000.0,179869785400.0,50627141500.0,27956569821.0,731439035.0,731439035.0,56743847238.0,54673429989.0
2022,7,Kota Tangerang,1656000000000.0,1738299162819.0,65578750000.0,54683882255.0,15948681881.0,14068451042.0,169568017937.0,303270218714.0
2022,8,Kota Tangerang Selatan,1538240466671.0,1794849714289.0,46867016500.0,29551491739.0,731439035.0,731439035.0,189473294313.0,185839174596.0
2022,XIV,Prov. Jawa Tengah,13754458219000.0,13484851151740.0,109285847000.0,115158014199.0,546716226000.0,546717104899.0,1731294114000.0,2117974302466.0
2022,1,Kab. Banjarnegara,71238500000.0,74794300599.0,28666525000.0,29884555580.0,18112861116.0,18112778934.0,170081371802.0,161717279032.0
2022,2,Kab. Banyumas,307546471000.0,267236064377.0,22493656435.0,27994044681.0,21000000000.0,21801615649.0,513111244825.0,426478186192.0
2022,3,Kab. Batang,124000000000.0,128101352259.0,25941308600.0,21628808706.0,13053444717.0,13058044717.0,118674146455.0,118160282315.1
2022,4,Kab. Blora,58580000000.0,64112572349.0,11117160000.0,11522718838.0,78179000000.0,78180521351.0,166565457697.0,172259556525.0
2022,5,Kab. Boyolali,155802500000.0,172840946385.0,14718611000.0,15005809615.0,19697599000.0,21219258776.0,215701051000.0,212647069535.0
2022,6,Kab. Brebes,146325000000.0,139664372934.0,35804020000.0,18552767353.0,11176082128.0,10983313519.0,235431211583.0,155850816236.0
2022,7,Kab. Cilacap,264900375000.0,280047982509.0,23296617915.0,19342777448.0,57359621915.0,57360003796.0,344975797214.0,314409656801.74
2022,8,Kab. Demak,174430000000.0,187735844001.0,25598586000.0,27541048294.0,24672300000.0,24738037893.0,223721891712.0,237192089783.8
2022,9,Kab. Grobogan,123830000000.0,140146262104.0,11971478378.0,11780182460.0,27731881000.0,27731883442.0,203091587274.0,174070967044.0
2022,10,Kab. Jepara,176772840000.0,178236117668.0,22779527000.0,20808059031.0,11818989000.0,12923366443.0,221531382000.0,215544576879.0
2022,11,Kab. Karanganyar,190150000000.0,225025310354.0,7221662000.0,8702252214.0,18096123000.0,15294416306.0,224537662084.0,239745779012.05
2022,12,Kab. Kebumen,121170200000.0,129845616038.0,32501085000.0,28374432419.0,17600000000.0,17640585052.0,269161766000.0,336635817255.0
2022,13,Kab. Kendal,256100000000.0,219755610693.0,30814482000.0,23503544432.0,24875135754.0,24949384154.0,218286858000.0,169819601849.73
2022,14,Kab. Klaten,134000000000.0,146179152569.0,15315007116.0,17152918048.0,14299813008.0,18641433357.0,165514557562.0,176074600015.0
2022,15,Kab. Kudus,157040386000.0,166438173801.0,29460617000.0,23927068698.0,10688534000.0,9459247784.0,208432915000.0,185938830756.0
2022,16,Kab. Magelang,154699287594.0,167706724383.0,18664047120.0,18964910413.0,28082640133.0,28082640133.0,201405956815.0,152897173358.0
2022,17,Kab. Pati,123059570000.0,142237812783.0,27784116000.0,23633166839.0,29863469000.0,33640326480.0,182928556000.0,189237995722.0
2022,18,Kab. Pekalongan,108334282700.0,110344250965.0,29004357798.0,23994541269.0,10801701491.0,11047546371.0,275467083149.0,197581498962.55
2022,19,Kab. Pemalang,93141882000.0,98350308123.0,38901000000.0,29738905298.0,23007649000.0,23007651678.0,170106753000.0,180904594180.0
2022,20,Kab. Purbalingga,65501110000.0,73252952786.0,13778461000.0,14737903034.0,19664095000.0,19664097904.0,183421517000.0,197747076364.0
2022,21,Kab. Purworejo,90776108033.0,100654083238.0,34639972250.0,16364680439.0,13723941495.0,13323941495.0,222080877565.0,182085918270.0
2022,22,Kab. Rembang,121705000000.0,110699397246.0,32224500000.0,17567825661.5,19250000000.0,12702367621.0,200991627000.0,148099507095.38
