Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156
8,Kab. Garut,326196482827,261018585863,80.02,55563035552,47368548296,85.25,7398376190,7398376191,100,364802400072,329832444036,90.41,753960294641,645617954386,85.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3979790410000,3881118372545,97.52,0,0,0,0,0,0,279960118735,240738223625,85.99,4259750528735,4121856596170,96.76,0,0,0,0,0,0,10315340554,18713365949,181.41,10315340554,18713365949,181.41,5024026163930,4786187916505,95.27,,2292673824079,2157872563504,94.12,1259865179002,939117727012,74.54,0,0,0,150000000,132000000,88,419292506667,332176972822,79.22,16869500000,16868500000,99.99,3988851009748,3446167763338,86.39,23641828100,8307193100,35.14,126127789203,99640126559,79,102231992992,75877292591,74.22,101898636552,57313879972,56.25,32152426698,7035732050,21.88,2097589900,2002534800,95.47,388150263445,250176759072,64.45358476677924,29026272359,5006156082,17.25,34631479695,26054535628,75.23,748895129611,739972949961,98.81,783526609306,766027485589,97.76662036628217,5189554154858,4467378164081,86.08404558027469,,170527990928,170527990928,100,5000000000,5000000000,100,165527990928,165527990928,100,,0,484337743352,,5194554154858,4956715907433,95.42139247499092,5194554154858,4472378164081,86.09744033370768,,19 Desember
9,Kab. Indramayu,383025305956,360025719677,94,434845597016,334081392989,76.83,14296597694,12179980741,85.19,9495582750,27904851526,293.87,841663083416,734191944933,87.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676222823209,2413869480851,90.2,0,0,0,0,0,0,251306135276,208784363508,83.08,2927528958485,2622653844359,89.59,0,0,0,0,0,0,0,0,0,0,0,0,3769192041901,3356845789292,89.06,,1495712346773,1153756349996,77.14,1290747637778,918812085022,71.18,0,0,0,0,0,0,93523641792,53696114575,57.41,3270000000,3260000000,99.69,2883253626343,2129524549593,73.86,22745170900,7498549000,32.97,90861859527,49814898661,54.82,154395541930,86276884893,55.88,128421517666,98301773231,76.55,23061259180,6033333005,26.16,6940000,0,0,419492289203,247925438790,59.101310124445305,15037577074,436978900,2.91,47602642035,28975875025,60.87,560459646907,518128075066,92.45,608062288942,547103950091,89.97498447781318,3925845781562,2924990917374,74.5060066065615,,156653739661,156653739661,100,0,0,0,156653739661,156653739661,100,,0,588508611579,,3925845781562,3513499528953,89.49662631819079,3925845781562,2924990917374,74.5060066065615,,12 Desember
10,Kab. Karawang,1766688516296,1551912165454,87.84,393323236755,344940377089,87.7,14195891565,11917017090,83.95,29666013366,42760575515,144.14,2203873657982,1951530135148,88.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3266553652440,2778355288357,85.05,0,0,0,0,0,0,342644264721,306468618080,89.44,3609197917161,3084823906437,85.47,0,0,0,0,0,0,79929846053,66887631238,83.68,79929846053,66887631238,83.68,5893001421196,5103241672823,86.6,,2038008712438,1732857438908,85.03,2107199894688,1447921305989,68.71,0,0,0,0,0,0,530333910542,386224020595,72.83,135188686358,87315567000,64.59,4810731204026,3654318332492,75.96,17249320000,2379477185,13.79,208507011547,142248533359,68.22,209174142808,119759958616,57.25,331649946963,211926938799,63.9,2037863550,110458330,5.42,698825000,664113000,95.03,769317109868,477089479289,62.014671605426706,29000000000,322130642,1.11,186308168680,166796178487,89.53,558204269500,503598853040,90.22,744512438180,670395031527,90.0448397028552,6353560752074,4802124973950,75.58163306115294,,505559330878,505559377578,100,45000000000,45000000000,100,460559330878,460559377578,100.00001013984449,,0,761676076451,,6398560752074,5608801050401,87.65722898830005,6398560752074,4847124973950,75.7533633228203,,12 Desember
11,Kab. Kuningan,235353291920,201194228363,85.49,214168071922,126931865533,59.27,6667050651,6667050641,100,22861527620,20051552892,87.71,479049942113,354844697429,74.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166572729000,1953359618035,90.16,0,0,0,0,0,0,129356610634,93870348884,72.57,2295929339634,2047229966919,89.17,0,0,0,0,0,0,49041409983,39184087773,79.9,49041409983,39184087773,79.9,2824020691730,2441258752121,86.45,,1376411074777,1169280822456,84.95,781088981873,683567667169,87.51,2200000000,1527604167,69.44,0,0,0,64984982250,17456653484,26.86,7659187500,6348825000,82.89,2232344226400,1878181572276,84.13,0,0,0,59202003859,32062784920,54.16,45186627709,31295727289,69.26,54460780833,15197469050,27.91,22137388966,9222860552,41.66,399230750,342667467,85.83,181386032117,88121509278,48.582301652179424,12000000000,11090056000,92.42,14658000000,9518777721,64.94,477901707000,477891465571,100,492559707000,487410243292,98.95455035504965,2918289965517,2464803380846,84.46053716287713,,119269273787,45269273787,37.96,25000000000,0,0,94269273787,45269273787,48.0212395496811,,0,21724645062,,2943289965517,2486528025908,84.4812456482259,2943289965517,2464803380846,83.74313811154003,,19 Desember
12,Kab. Majalengka,261977543684,234680608480,89.58,421111305021,385591861704,91.57,8634406494,7807541574,90.42,24061385259,29300108486.7,121.77,715784640458,657380120244.7,91.84,98729921000,84138259400,85.22,1239120108000,1236710138630,99.81,48901516000,47414441116,96.96,522078931000,444085054239,85.06,1908830476000,1812347893385,94.95,13581637000,13581637000,100,0,0,0,0,0,0,329095620000,328430351200,99.8,342677257000,342011988200,99.81,2251507733000,2154359881585,95.69,136988801624,110787593174,80.87,27432200000,27367200000,99.76,164421001624,138154793174,84.03,2415928734624,2292514674759,94.89,0,0,0,0,0,0,0,0,0,0,0,0,3131713375082,2949894795003.7,94.19,,1411573421611,1267608139712,89.8,944861609509,719227197203,76.12,0,0,0,0,0,0,55109107535,42187467575,76.55,2250000000,2210000000,98.22,2413794138655,2031232804490,84.15,1890000365,19980000,1.06,76369113379,56931168671,74.55,52373186672,30341635749,57.93,93339645050,59028776073,63.24,15916919003,11477914223,72.11,927855000,53416500,5.76,240816719469,157852891216,65.54897498980348,2980679530,104335623,3.5,26289968358,0,0,459872553900,452506960498,98.4,486162522258,452506960498,93.07730229724712,3143754059912,2641696991827,84.03001448214262,,16915684830,12040684829.92,71.18,4875000000,0,0,12040684830,12040684829.92,99.99999999933559,,0,320238488006.6202,,3148629059912,2961935479833.62,94.07063910908585,3148629059912,2641696991827,83.89991140781862,,19 Desember
13,Kab. Pangandaran,111549318218,99477103154,89.18,169411075953,99441820662,58.7,820000000,551716296,67.28,11531663342,11337175494.43,98.31,293312057513,210807815606.43,71.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943076834000,862682276041,91.48,0,0,0,0,0,0,77078633888,66877218185,86.76,1020155467888,929559494226,91.12,0,0,0,0,0,0,0,1235600,0,0,1235600,0,1313467525401,1140368545432.43,86.82,,539302666072.63,484738801394,89.88,519169825891.95,301774686600,58.13,12250000000,11035694443,90.09,0,0,0,16847764596,5923256800,35.16,5224600000,897800000,17.18,1092794856560.58,804370239237,73.61,1271296169,986850000,77.63,105389495770,80937406233,76.8,88771670187,69382046234,78.16,20026142654,16495050854,82.37,196228800,0,0,2600000000,1565671101,60.22,218254833580,169367024422,77.6005835215189,5073609991.65,4539061251,89.46,17088000000,16889559834,98.84,170394042600,168108077344,98.66,187482042600,184997637178,98.67485686226463,1503605342732.23,1163273962088,77.36564436344663,,386137817331.23,144587870322.21,37.44,196000000000,45000000000,22.96,190137817331.22998,99587870322.20999,52.37667693887678,,0,76682453666.63992,,1699605342732.23,1284956415754.64,75.60322290402935,1699605342732.23,1208273962088,71.09144291966147,,19 Desember
14,Kab. Purwakarta,642235188000,461977624675,71.93,307115381420,238817494513,77.76,8610011859,6969904626,80.95,13359392773,15124599404,113.21,971319974052,722889623218,74.42,151838397000,115248572600,75.9,890123405000,884937875947,99.42,399190700000,368282238210,92.26,0,0,0,1441152502000,1368468686757,94.96,0,0,0,0,0,0,0,0,0,194969905000,189764013400,97.33,194969905000,189764013400,97.33,1636122407000,1558232700157,95.24,131016668495,113602218378,86.71,22530326880,22114754322,98.16,153546995375,135716972700,88.39,1789669402375,1693949672857,94.65,0,0,0,0,0,0,0,0,0,0,0,0,2760989376427,2416839296075,87.54,,1109613138138,992841676173,89.48,986472380063.69,778770185507,78.94,0,0,0,0,0,0,34641180000,34527178054,99.67,24000000,0,0,2130750698201.69,1806139039734,84.77,2962851442,2353815220,79.44,86116940125,57224285012,66.45,52004898873.31,40254910225,77.41,138409111494,70538817677,50.96,17162850106,8353346380,48.67,99237000,0,0,296755889040.31,178725174514,60.22632780498006,2605349175,1502802883,57.68,47829710084,47068273994,98.41,308143522600,302637631000,98.21,355973232684,349705904994,98.23938231457882,2786085169101,2336072922125,83.84786466807087,,26595792674,26595792674,100,1500000000,0,0,25095792674,26595792674,105.97709751385555,,0,107362166624,,2787585169101,2443435088749,87.65418598984049,2787585169101,2336072922125,83.80274611944455,,19 Desember
15,Kab. Subang,519731030846,403830839825,77.7,274021634675,213781221399,78.02,26566306092,17471956962,65.77,128271669815,77028928657,60.05,948590641428,712112946843,75.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2473679038401,1718998338876,69.49,0,0,0,0,0,0,202442732706,155441430615,76.78,2676121771107,1874439769491,70.04,14035250000,0,0,0,0,0,0,0,0,14035250000,0,0,3638747662535,2586552716334,71.08,,1609954302236.61,1126902356707.4,70,1049959831128.7,546958187325,52.09,0,0,0,0,0,0,131295234500,44102484000,33.59,2056000000,0,0,2793265367865.31,1717963028032.4,61.5,6984177775,0,0,105683621889,26154727330,24.75,104690458426.59,29388219283,28.07,232049920835.1,53153377728,22.91,19798214483,537621000,2.72,415000000,308602000,74.36,469621393408.69,109542547341,23.32571490108206,10000000000,1769358750,17.69,25627021957,0,0,509506612000,455828524678,89.46,535133633957,455828524678,85.18031679440794,3808020395231,2285103458801.4,60.00764758673994,,174272732696,174272732696,100,5000000000,5000000000,100,169272732696,169272732696,100,,0,470721990228.6001,,3813020395231,2760825449030,72.40521064306408,3813020395231,2290103458801.4,60.06008941535339,,19 Desember
16,Kab. Sukabumi,465276376004,431988186703,92.85,385843287572,364486568677,94.46,11202474953,10465117846,93.42,26010724339,30238347250,116.25,888332862868,837178220476,94.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3453223916645,3359540365296,97.29,0,0,0,0,0,0,330539500211,289342960343,87.54,3783763416856,3648883325639,96.44,0,0,0,0,0,0,12000000000,14067583175,117.23,12000000000,14067583175,117.23,4684096279724,4500129129290,96.07,,1625662986237,1424480192695,87.62,1692970437237,1382557151736,81.66,0,0,0,750000000,1340000,0.18,181953000842,175191649188,96.28,16600000000,16180000000,97.47,3517936424316,2998410333619,85.23,3316000000,2826096612,85.23,107077569119,80127563443,74.83,120260902352,77920968217,64.79,159127405521,117649179150,73.93,30094722100,26126198553,86.81,848500000,722010750,85.09,420725099092,305372016725,72.58231500427415,25555901042,6320759600,24.73,52227797639,38462570773,73.64,675360302488,658400362320,97.49,727588100127,696862933093,95.77712073237083,4691805524577,4006966043037,85.40349812129642,,122381244853,136693060976,111.69,114672000000,99679051934,86.93,7709244853,37014009042,480.1249635701511,,0,530177095295,,4806477524577,4636822190266,96.47027717401153,4806477524577,4106645094971,85.43980646892571,,19 Desember
17,Kab. Sumedang,331553573179,294261688115,88.75,340780073450,285387417473,83.75,13236555322,9962045416,75.26,12867150576,11282731447.48,87.69,698437352527,600893882451.48,86.03,120782457000,118069636800,97.75,1153025729000,1150402483817,99.77,39443078000,38989538650,98.85,482738044000,458096634118,94.9,1795989308000,1765558293385,98.31,28610956000,28610956000,100,0,0,0,0,0,0,275579585000,274992267000,99.79,304190541000,303603223000,99.81,2100179849000,2069161516385,98.52,126570113264,109217482093,86.29,18131145200,18096131200,99.81,144701258464,127313613293,87.98,2244881107464,2196475129678,97.84,0,0,0,0,0,0,0,0,0,0,0,0,2943318459991,2797369012129.48,95.04,,1261021221804,1190823851275,94.43,1018726500514,817060530035,80.2,0,0,0,775655000,399742500,51.54,56926479000,34512115964,60.63,2524850000,2524850000,100,2339974706318,2045321089774,87.41,11343509400,10687045474,94.21,70972173513,49104107268,69.19,51185893737,26882826621,52.52,55110414638,21813052281,39.58,114055000,6005000,5.27,3513200000,3135750000,89.26,192239246288,111628786644,58.06763644753642,29956169801.34,664976500,2.22,35138866000,21856499150,62.2,410682008400,407086442700,99.12,445820874400,428942941850,96.21418970730905,3007990996807.34,2586557794768,85.98954576371253,,68672536816.34,68672536816.34,100,4000000000,4000000000,100,64672536816.34,64672536816.34,100,,0.000152587890625,275483754177.81995,,3011990996807.34,2866041548945.82,95.15438631734877,3011990996807.34,2590557794768,86.00815200025326,,19 Desember
18,Kab. Tasikmalaya,187959000531,161794510770,86.08,31409507999,22927238338,72.99,21772982444,21772982444,100,246964848401,171487325998.84,69.44,488106339375,377982057550.84,77.44,94349575000,81946834400,86.85,1545417811000,1544434300810,99.94,40132744000,34573556540,86.15,638239164054,611352838167,95.79,2318139294054,2272307529917,98.02,7130495000,7130495000,100,0,0,0,0,0,0,399560320000,368495051430,92.23,406690815000,375625546430,92.36,2724830109054,2647933076347,97.18,167388238040,146737099823,87.66,57186503440,57186473200,100,224574741480,203923573023,90.8,2949404850534,2851856649370,96.69,25430750000,12818102464,50.4,0,0,0,0,326842919,0,25430750000,13144945383,51.69,3462941939909,3242983652303.84,93.65,,1521141427595,1355420482451,89.11,924860364311,668526758337.01,72.28,0,0,0,0,0,0,142422595516,108476955462,76.17,5025000000,4935700000,98.22,2593449387422,2137359896250.01,82.41,1642500000,0,0,86199858321,64563710763,74.9,23764856441,12947869433,54.48,68791360000,24468460138,35.57,27346094870,13857287330,50.67,1097159000,1078889225,98.33,208841828632,116916216889,55.983141717753284,31260277582,27412781275,87.69,18136182960,6857930000,37.81,645457120000,614091051430,95.14,663593302960,620948981430,93.57372635622116,3497144796596,2902637875844.01,83.00022002718724,,37940356687,37940356685.58,100,3737500000,3737500000,100,34202856687,34202856685.58,99.99999999584831,,0,374548633145.4101,,3500882296596,3280924008989.42,93.71706132992671,3500882296596,2906375375844.01,83.01836878863237,,19 Desember
19,Kota Bandung,3379066179476,3020248580045,89.38,677161920202,511175363547,75.49,21159611200,24051742490,113.67,68185204943,101732657658,149.2,4145572915821,3657208343740,88.22,424971327000,356718284800,83.94,1832088210000,1827023360380,99.72,23194354000,21496443206,92.68,725399677000,651558413911,89.82,3005653568000,2856796502297,95.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3005653568000,2856796502297,95.05,420655455104,390474904269,92.83,5410814392,4553890200,84.16,426066269496,395028794469,92.72,3431719837496,3251825296766,94.76,0,0,0,0,0,0,0,47795822832,0,0,47795822832,0,7577292753317,6956829463338,91.81,,2884410615524.96,2323156065101,80.54,3961971660689.68,3166453545964,79.92,0,0,0,0,0,0,350833470000,261631196508,74.57,43853360000,41530230000,94.7,7241069106214.64,5792771037573,80,107971213276,88581254587,82.04,448427848234.18,330693729098,73.75,261021530711.08,150187973494,57.54,169800002755.83,120806795893,71.15,30936992799.55,22418240222,72.46,460196140,270975000,58.88,1018617783916.6399,712958968294,69.99278625910443,88299445313.63,835747424,0.95,0,0,0,0,0,0,0,0,0,8347986335444.909,6506565753291,77.94173938288112,,770693582127.91,770693582127.91,100,0,0,0,770693582127.91,770693582127.91,100,,0,1220957292174.9102,,8347986335444.91,7727523045465.91,92.56750951610258,8347986335444.909,6506565753291,77.94173938288112,,19 Desember
20,Kota Banjar,40622994805,37730873969,92.88,132237468609,114065652056,86.26,3740618937,3740618937,100,3373897554,2595465523,76.93,179974979905,158132610485,87.86,69685723000,60381494200,86.65,399174942000,390314803594,97.78,11503152000,10386590330,90.29,84125626522,68509861422,81.44,564489443522,529592749546,93.82,9070376721,7260689000,80.05,0,0,0,0,0,0,18552134000,16455945440,88.7,27622510721,23716634440,85.86,592111954243,553309383986,93.45,22347144132,18369472519,82.2,9765280000,9690345600,99.23,32112424132,28059818119,87.38,624224378375,581369202105,93.13,0,0,0,0,0,0,0,0,0,0,0,0,804199358280,739501812590,91.96,,421836010905,402940896802,95.52,257952381414,216030641175,83.75,1381875000,1231875000,89.15,0,0,0,12391789119,8482356000,68.45,6594865000,6175994433,93.65,700156921438,634861763410,90.67,0,0,0,13956118631,9713236551,69.6,12058751718,5897568598,48.91,11254617730,9043220809,80.35,28380000,21580000,76.04,250000000,0,0,37547868079,24675605958,65.71772838362752,320144495,224795248,70.22,5649732800,4790068662,84.78,64810506000,58573905940,90.38,70460238800,63363974602,89.92869692346261,808485172812,723126139218,89.44210277881635,,26785814532,26785814532,100,22500000000,22500000000,100,4285814532,4285814532,100,,0,20661487904,,830985172812,766287627122,92.21435618747952,830985172812,745626139218,89.7279715226265,,19 Desember
21,Kota Bekasi,3470971273552,2692970467817,77.59,550841545427,511153640815,92.8,14946358920,14547536384,97.33,85863541757,105313767870,122.65,4122622719656,3323985412886,80.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2362296815855,2109438177192,89.3,0,0,0,0,0,0,769099122005,701769839686,91.25,3131395937860,2811208016878,89.77,0,0,0,0,0,0,0,0,0,0,0,0,7254018657516,6135193429764,84.58,,2861447111415,2283765379657,79.81,2826352936327,2056848827449,72.77,0,0,0,3700000000,0,0,279668955645,262613444639,93.9,163361500000,168546510000,103.17,6134530503387,4771774161745,77.79,263164281431,77710165093,29.53,274233930720,93521256691,34.1,462271180199,204915787133,44.33,376538578212,117374053644,31.17,1769927825,882083250,49.84,1142605000,818923590,71.67,1379120503387,495222269401,35.908556807383924,41721389468,19469206987,46.66,0,0,0,0,0,0,0,0,0,7555372396242,5286465638133,69.96962374432343,,358853738726,358853738726,100,57500000000,57500000000,100,301353738726,301353738726,100,,0,1150081530357,,7612872396242,6494047168490,85.30350740800155,7612872396242,5343965638133,70.19644307674173,,19 Desember
22,Kota Bogor,1243958559538,1087559969613,87.43,429350280951,428639790282.17,99.83,38153497994,37011667932,97.01,33627605293,43512565189,129.4,1745089943776,1596723993016.17,91.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413997790595,1235904576747,87.4,0,0,0,0,0,0,159724271586,130664362017,81.81,1573722062181,1366568938764,86.84,0,0,0,0,0,0,0,0,0,0,0,0,3318812005957,2963292931780.17,89.29,,1291590593554,1161084778751.04,89.9,1467153643139,1155862429413,78.78,8000000000,5025613957,62.82,0,0,0,153546983624,113485475702,73.91,37663845839,34694299500,92.12,2957955066156,2470152597323.04,83.51,36731950693,22040644500,60,117741742284,85954744176,73,119664337862,74344739710,62.13,121533865971,70631610829,58.12,12884796571,2945434352,22.86,617674800,381358859,61.74,409174368181,256298532426,62.63797352834801,11673612070,6149734000,52.68,0,0,0,3711375000,1660750000,44.75,3711375000,1660750000,44.74756660267421,3382514421407,2734261613749.04,80.83517978355549,,97354304246,240842038163,247.39,33594145996,161484766176,480.69,63760158250,79357271987,124.46216283818588,,57742800,308388590018.1299,,3416166310203,3204134969943.17,93.79329572958552,3416108567403,2895746379925.04,84.76739900940706,,12 Desember
23,Kota Cimahi,328135093659,323748801990,98.66,214084090285,212916249574,99.45,9481160420,9481160420,100,26691656600,7552989858,28.3,578392000964,553699201842,95.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934703528802,897282061865,96,0,0,0,0,0,0,89149486300,82203086931,92.21,1023853015102,979485148796,95.67,0,0,0,0,0,0,0,0,0,0,0,0,1602245016066,1533184350638,95.69,,710762976811.78,647121696759,91.05,773761282869.16,677900039776,87.61,99249400,46224179,46.57,0,0,0,49728361116,43831150702,88.14,4727312000,4567372000,96.62,1539079182196.94,1373466483416,89.24,26853994750,11213088528,41.76,48134962460,29845622710,62,85133022560,51919312232,60.99,36791375526,24004272160,65.24,6692193190,340817800,5.09,527950000,279142103,52.87,204133498486,117602255533,57.61046393914885,11085720302,5086375920,45.88,0,0,0,0,0,0,0,0,0,1754298400984.94,1496155114869,85.28509824947643,,154483193918.94,154483193918,100,2429809000,855508220,35.21,152053384918.94,153627685698,101.03536056096303,,0,190656921467,,1756728209984.94,1687667544556,96.06879054845189,1756728209984.94,1497010623089,85.21583558459697,,19 Desember
24,Kota Cirebon,382594769831,290911393424,76.04,339822727989,306049519650,90.06,15900000000,6561639947,41.27,19379819454,11195172850,57.77,757697317274,614717725871,81.13,78949940000,76513616400,96.91,623043598000,620694135692,99.62,222259965932,205799992039,92.59,0,0,0,924253503932,903007744131,97.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924253503932,903007744131,97.7,50386496335,41814607165,82.99,3896476928,486476209,12.49,54282973263,42301083374,77.93,978536477195,945308827505,96.6,0,0,0,0,0,0,0,0,0,0,0,0,1736233794469,1560026553376,89.85,,820088838933.81,713572608719,87.01,709582335486.84,597721399906.78,84.24,0,0,0,1872500000,1757069805,93.84,55768153010,51854100665,92.98,2138000000,2138000000,100,1589449827430.65,1367043179095.78,86.01,789181030,0,0,107038445358,58801731665,54.94,46834025172,32233809611,68.83,29072465455.35,20258982558,69.68,5085015974,4112313540,80.87,0,0,0,188819132989.35,115406837374,61.12030891515072,5022733662,755887844,15.05,0,0,0,0,0,0,0,0,0,1783291694082,1483205904313.78,83.17236654193594,,90700449551,95700449551,105.51,43642549938,23302221440,53.39,47057899613,72398228111,153.84925529272792,,0,149218877173.21997,,1826934244020,1655727002927,90.62871355915502,1826934244020,1506508125753.78,82.4609933655219,,19 Desember
